	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
[Flavobacterium] sp. (no genus in NCBI)	15	27	17	12	0	55	8	8	0	96	0	3565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	58	0	22	10	0	47	26	2	0	0	0	23	0	10	12	10
[Frankia] sp. (no genus in NCBI)	1	1	0	0	0	14	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
[Leptolyngbya] sp. (no genus in NCBI)	0	0	0	5	0	4	0	2	0	0	0	0	19	1	17	0	0	0	0	6	0	8	0	14	18	16	26	0	319	2875	0	0	33	10	65	252	0	26	0	0	0	0	0
[Lysobacter] sp. (no genus in NCBI)	0	0	0	0	0	0	4	4	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	27	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Streptomyces] sp. (no genus in NCBI)	83	78	7	8	0	69	158	69	0	148	144	38	0	0	0	47	0	8	0	0	0	0	0	0	0	0	46	0	78	2	0	8	4	2	0	30	0	0	4	0	0	0	12
[Xanthomonas campestris (no genus in NCBI)	12	0	0	0	0	40	6	0	0	455	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abditibacterium	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abyssibacter	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abyssisolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	33	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	25	0	8
Acanthopleuribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaricomes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaryochloris	0	15	0	0	2	0	0	0	0	0	0	0	6	13	1	81	0	10	2	2	2	4	5	0	0	0	41	0	0	314	0	24	4	8	19	99	0	0	0	0	0	0	0
Acetanaerobacterium	0	16	0	0	0	24	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetatifactor	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetitomaculum	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetivibrio	0	0	0	0	0	84	0	2	0	0	91	34	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0
Acetoanaerobium	0	8	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetobacter	4	43	10	10	0	0	14	0	0	65	0	14	0	0	0	0	0	4	2	2	2	4	12	22	11	2	33	25	0	6	16	0	12	0	0	91	0	0	0	0	31	2	20
Acetobacteraceae bacterium (no genus in NCBI)	0	13	0	4	0	32	18	10	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	147	904	201	0	0	0	14	0	0	0	0
Acetobacterium	4	88	12	0	0	121	2	25	17	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	21
Acetobacteroides	0	137	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acholeplasma	4	12	40	32	0	0	0	0	0	14	0	48	0	0	0	130	0	0	0	0	0	0	0	30	31	21	26	15	0	0	48	11	0	0	0	0	0	0	4	0	104	32	206
Acholeplasmataceae bacterium (no genus in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromatium	9	279	8	0	0	0	0	0	0	0	0	0	56	34	45	255	0	41	2	5	0	0	10	81	35	47	80	0	0	0	0	0	274	84	8	125	0	0	0	0	0	6	0
Achromobacter	12	408	15	219	12	385	36	21	6	28348	0	312	88	72	42	803	3	273	9	4	13	34	10	43	31	7	1623	1	36	120	26	14	238	201	289	315	0	0	4	0	195	14	61
Acidaminobacter	0	22	0	10	0	29	0	0	0	0	0	8	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	14
Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Acidibrevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidiferrimicrobium	0	12	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	6	0	0	0	0	0	0	24	0	0
Acidiferrobacter	0	6	0	0	6	0	0	0	0	0	0	0	2	2	3	0	0	0	0	1	0	6	2	0	0	0	59	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0
Acidiferrobacteraceae bacterium (no genus in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	30	4	4	21	0	0	0	0	0	0	0
Acidihalobacter	2	72	3	116	0	6	2	0	0	0	0	0	2	12	2	8	0	12	0	0	0	2	0	15	13	11	31	8	0	0	0	0	24	24	7	1062	0	0	11	0	0	0	0
Acidiluteibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	4	0	0	0	6	0	0	22	2	4	2	19	0	0	0	0	0	0
Acidimangrovimonas	16	234	40	10	0	0	0	0	4	99	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidimicrobiaceae bacterium (no genus in NCBI)	130	7902	271	896	42	173	88	40	0	4	12	93	228	170	80	83	4	243	7	29	27	164	85	361	238	211	4458	32	1363	1922	0	162	419	571	550	1362	0	24	53	0	2050	383	296
Acidimicrobiales bacterium (no genus in NCBI)	46	8177	313	175	24	119	121	36	0	130	10	128	280	147	89	551	8	106	14	8	6	62	32	283	202	124	2372	29	1419	2178	0	46	124	194	342	775	0	0	89	0	2421	117	84
Acidimicrobiia bacterium (no genus in NCBI)	46	1984	105	31	18	523	463	571	0	71	0	125	286	288	145	253	6	69	4	28	25	50	31	276	230	111	1509	94	530	781	0	134	196	273	507	780	0	52	20	0	1359	34	325
Acidimicrobium	0	21	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	37	0	12
Acidiphilium	2	12	3	6	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0
Acidipila	0	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	13	5	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium	0	25	0	0	0	2	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
Acidisarcina	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidisoma	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidisphaera	2	6	0	11	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	50	0	0	0	0	0	0	0
Acidithiobacillales bacterium (no genus in NCBI)	8	65	12	6	0	0	0	0	0	0	0	0	65	50	17	151	2	635	28	0	2	6	2	25	19	13	102	0	0	22	0	0	107	40	11	0	0	0	0	0	0	0	0
Acidithiobacillus	1	85	5	4	3	0	0	0	0	0	0	112	11	12	5	15	0	0	0	13	13	4	8	2	2	2	120	2	0	4	0	0	21	12	14	164	9	0	0	0	0	0	6
Acidithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Acidobacteria bacterium (no genus in NCBI)	38	1936	158	514	96	167	403	143	0	122	39	1355	1693	1507	1125	915	56	1126	127	81	88	419	159	611	510	418	16872	206	635	469	6	207	1107	952	328	1632	14	8	40	0	16	111	699
Acidobacteriales bacterium (no genus in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidobacteriia bacterium (no genus in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	8
Acidobacterium	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	36	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidocella	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Acidothermus	0	0	0	0	0	6	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax	7	49	8	26	0	134	93	71	11	190	39	186	4	0	0	14	26	80	6	0	0	0	0	24	28	11	255	5	0	10	0	0	81	16	8	46	0	7	0	0	4	39	17
Acinetobacter	2153	1158	1830	5213	41	3886	4672	3710	11685	15574	4862	74082	2959	2394	3394	1851	492	5299	2938	2251	1784	1404	1722	622	719	568	2252	730	3538	2840	30455	10336	430	464	357	997	828	113	3392	12	64776	2425	13471
Acrocarpospora	0	18	0	0	0	36	46	39	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Actibacterium	25	360	71	35	0	2	6	0	0	7	0	0	11	6	8	139	0	12	0	3	3	22	22	203	163	118	78	0	22	82	6	235	196	180	374	533	0	4	0	0	1642	112	35
Actinoallomurus	0	28	0	0	0	0	0	0	0	22	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	6	0	0	0	0
Actinoalloteichus	0	32	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria bacterium (no genus in NCBI)	127	14446	296	378	145	7148	17584	4781	0	470	36	2330	417	317	147	378	8	173	22	120	75	321	124	1110	993	575	27446	419	1547	2193	6	102	356	566	1260	3099	19	30	119	0	2744	99	2022
Actinobaculum	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinocatenispora	0	0	0	0	0	0	0	0	0	47	0	0	4	5	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinocorallia	0	18	0	0	0	8	10	0	0	31	42	0	8	7	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Actinocrispum	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Actinokineospora	0	12	0	0	0	17	2	2	0	38	292	10	0	0	0	0	0	0	0	0	2	14	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomadura	14	1975	64	23	21	227	658	311	4	799	184	74	81	42	31	49	0	12	0	16	2	76	6	119	93	57	492	64	246	432	0	2	30	62	119	326	0	10	22	0	212	11	64
Actinomarinicola	4	218	10	6	0	20	8	0	0	0	0	22	16	11	8	34	0	0	0	0	12	14	0	47	24	23	937	54	54	206	0	0	24	29	24	22	0	0	16	0	216	2	44
Actinomyces	2	544	50	18	10	63	89	18	0	282	27	112	0	0	0	25	0	11	0	2	0	18	15	11	16	1	252	10	136	82	0	6	4	35	62	195	0	0	14	0	263	4	61
Actinomycetaceae bacterium (no genus in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Actinomycetales bacterium (no genus in NCBI)	64	5800	154	4	0	396	190	70	6	257	68	0	0	0	0	2	2	28	0	0	0	0	0	9	6	5	1817	112	74	20	0	0	8	14	2	3	0	2	2	0	0	0	0
Actinomycetospora	21	413	50	138	0	1269	4030	598	0	2246	42	105	0	2	2	0	0	4	0	8	0	12	0	8	0	0	3264	126	106	56	0	0	10	94	16	11	0	4	113	0	0	0	0
Actinophytocola	0	22	8	18	0	36	29	20	0	4	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	2	2	0	10	0	0	12	0	0	0	0
Actinoplanes	58	1328	53	5471	32	23701	17371	3898	18	579620	7771	2547	54	29	22	60	42	400	50	20	4	36	36	49	39	45	32354	626	95	156	0	602	88	300	77	89	0	134	24044	0	145	8	2
Actinopolymorpha	0	227	7	0	0	4	10	43	0	6	0	8	6	0	4	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0
Actinopolyspora	0	50	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinorugispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinosynnema	0	0	0	0	0	0	0	0	0	696	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
Actinotalea	2	335	20	6	0	14	14	12	0	87	0	0	0	0	0	9	0	21	0	6	0	10	4	60	29	14	185	0	0	0	0	0	9	28	0	6	0	0	8	0	0	0	0
Actinotignum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Acuticoccus	44	1208	97	104	38	69	5427	39	0	54	88	159	91	66	38	188	0	6	0	31	7	61	8	132	74	53	311	8	635	1722	0	0	256	183	211	168	16	4	4	0	34	8	10
Adhaeribacter	0	7	2	8	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	10	0	0	14	0	0	6	20	0	0	0	12	406	6
Advenella	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0
Aeoliella	206	28342	273	913	4	124	54	4	16	39	26	66	191	135	217	42	0	0	0	18	82	124	50	2642	2163	2282	3862	61	684	2083	0	10	380	655	99	526	0	0	42	0	88	14	0
Aequorivita	16	238	99	49	0	0	0	0	0	0	0	121	10	7	0	0	0	10	0	0	8	2	0	44	31	12	8	14	0	123	218	34	53	8	4	100	0	10	0	0	42	40	49
Aeriscardovia	0	6	2	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcaceae bacterium (no genus in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aerococcus	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0
Aeromicrobium	14	201	51	66	2	686	1049	191	0	3376	70	312	39	10	8	0	0	0	2	2	10	3	10	26	7	6	315	31	0	157	6	51	12	72	12	69	0	0	99	0	602	601	586
Aeromonas	1200	3284	686	1157	188	158264	13316	27058	1396	121541	296	3878	274	325	159	614	158	85197	374	94	269	185	172	399	246	165	1335	84	83	144	66	1480	566	217	5091	1487	97	343	298	1786	131	89	1188
Aerosticca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aestuariibacter	45	177	88	12	2	0	0	0	0	0	0	8	0	0	0	8	0	0	0	3	5	12	3	11	15	10	2	0	0	0	0	0	28	0	111	8	0	33	0	0	0	0	0
Aestuariibaculum	682	30148	103287	428	0	10	0	0	0	0	970	1390	44	30	12	20	39	0	0	0	20	46	28	26	8	2	36	12	0	46	2351	0	16	2	4	20	0	0	61	0	2	8	14
Aestuariicella	25	293	12	458	36	0	10	0	0	0	0	42	58	79	21	130	0	22	2	16	19	76	41	116	78	36	554	22	50	48	104	20	272	133	115	59	36	8	0	0	0	0	8
Aestuariimicrobium	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0
Aestuariirhabdus	6	286	10	119	6	0	0	0	0	0	0	0	13	11	6	100	0	46	32	2	1	26	10	44	16	13	175	0	0	0	0	0	24	0	8	47	4	28	0	0	0	0	0
Aestuariispira	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	84	0	0	0	0	0	0	12
Aestuariivirga	4	85	4	6	0	4823	1569	1664	0	52	0	4	0	0	0	0	6	222	2	0	0	0	0	0	0	0	1955	48	6	20	0	0	0	0	12	40	0	0	16	0	0	0	0
Aestuariivita	42	433	34	16	32	0	0	0	0	0	0	12	105	88	35	362	0	0	0	31	28	138	18	787	494	323	13	63	0	10	0	0	762	385	576	341	0	20	4	0	0	0	0
Aestuarium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
Aetherobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aetokthonos	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	12	0	0	0	0	4	2	5	0	0	0	0	0	0	2	0	0	20	2	0	34	0	0	0	0	0	0	0
Afifella	35	26250	78	0	47	4	2	8	0	0	0	14	45	95	32	14	0	0	0	29	4	69	2	73	25	35	12	0	24	165	8	0	122	69	6	52	0	0	0	0	0	0	8
Afipia	0	75	0	12	0	98	33	33	0	14	12	16	10	1	0	77	0	48	8	0	0	0	0	36	18	16	368	4	254	14	0	0	12	0	0	12	0	0	0	0	22	0	0
Agaribacterium	0	16	2	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
Agaricicola	0	0	0	0	0	8	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agarilytica	10	0	0	0	0	0	0	0	0	0	0	12	10	19	6	0	0	0	0	6	0	8	8	14	11	9	0	0	0	8	0	0	8	0	28	276	0	12	0	0	0	0	0
Agarivorans	8040	6028	498	675	71	75	2	0	241	535	0	104	0	0	0	0	0	0	0	16	91	26	20	0	0	0	24	0	0	0	0	6	8	0	308	159	64	0	0	0	0	0	0
Agathobacter	0	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agathobaculum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
Aggregatibacter	2	10	0	56	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	4	3	22	13	0	0	0	0	0	0	0	0	0	7	0	0	24	0	0	0	10	0	0	0
Aggregatilinea	0	167	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	18	0	0	4	0	0	0	4	6	0	0	0	0	0	0	0	0
Agitococcus	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agreia	0	0	0	0	0	17	9	6	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
Agriterribacter	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrobacterium	54	989	108	184	2	2230	704	1098	6	16634	0	214	12	4	10	66	10	0	0	4	20	43	49	7	5	1	434	11	158	250	48	0	139	151	66	311	0	23	58	0	262	61	36
Agrococcus	2	6	0	28	0	306	855	155	0	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	6	2	0	0	0	0	6	0	0	0	0
Agromyces	14	5159	151	1040	14	329	639	228	6	1210	4	3580	55	24	10	119	0	52	0	6	2	32	14	34	17	8	70736	382	147	200	0	8	12	56	41	41	0	0	26	0	10	0	0
Ahniella	0	0	0	6	0	10	0	0	0	0	0	30	0	0	0	0	0	10	0	0	0	0	0	15	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahrensia	567	20840	1823	0	11	12	28	27	0	6	0	0	15	16	12	8	0	6	0	18	5	22	12	75	67	14	154	6	44	48	0	0	147	86	31	111	0	14	0	0	2682	16	2
Aidingimonas	8	18	2	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia	4	29	10	35	0	6	4	0	0	0	0	4	2	4	0	0	0	4	2	0	0	0	0	32	16	30	75	0	0	18	4	0	6	6	14	27	8	0	8	0	12	5	22
Akkermansiaceae bacterium (no genus in NCBI)	12	104	6	1249	15	0	0	0	0	0	0	44	83	80	19	1222	0	4	10	19	14	107	109	628	349	243	263	62	30	122	10	27	247	227	235	723	0	10	0	0	8	0	0
Albibacillus	10	309	6	80	0	22	52	0	0	14	0	22101	0	0	0	16	0	6	0	0	0	0	8	21	4	5	60	0	0	0	0	0	67	14	19	96	0	0	0	0	0	0	0
Albidovulum	2	28	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	99	0	0	16	0	0	15	2	12	13	0	0	0	0	0	40	2
Albimonas	28	817	65	354	10	0	0	0	0	40	16	2261	26	56	33	35	0	4	0	16	31	57	36	151	71	42	775	46	98	38	131	0	137	52	209	731	0	0	0	0	0	0	0
Alcaligenaceae bacterium (no genus in NCBI)	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes	0	14	0	0	0	4	4	0	20	0	0	12	3	4	0	8	0	7	0	0	0	0	0	0	2	4	41	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0
Alcanivorax	109	437	104	546	70	32	37	28	62	119	6	1196	319	399	309	848	50	2403	31	89	152	216	96	424	369	228	1815	54	92	154	534	46	495	245	185	711	0	354	92	0	228	39	159
Aldersonia	0	27	0	0	0	18	29	34	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	38	0	0	38	0	0	0	41	0	0	0	0	0	0	0	0	0
Algibacter	47	278	169	366	10	228	33	0	0	0	0	78	30	72	15	269	0	8	8	23	38	164	16	254	152	110	103	8	0	45	925	43	239	110	187	902	23	13	160	31	483	393	1180
Algicola	0	6	0	49	0	11	0	0	0	662	0	0	0	0	0	111	0	25	4	0	0	0	0	0	0	0	179	0	0	0	0	0	10	2	0	0	0	0	8	0	111	0	0
Algihabitans	0	33	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	0	2	2	0	76	0	118	16	0	0	0	0	0	554	0	0	0	0	0	0	16
Algimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alginatibacterium	40	4	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	18	8	17
Algiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	14	5	0	0	0	0	0	0	0	0
Algisphaera	0	48	2	14	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8	6	0	6	14	12	5	4	0	22	16	0	0	38	26	14	119	0	0	0	0	0	0	12
Algoriella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	0	0	0	10	0	0	0	2	0	0	0	0	0	0	5	4	7
Algoriphagus	695	5475	3147	3252	44	2416	1118	90	6	450	12	215960	98	131	32	3032	126	275	44	57	129	252	88	776	604	295	6832	1881	28	344	118	232	1182	330	302	456	8	83	72	0	197	410	50
