	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Legionellales	67	578	63	33687	32	2272	291	820	137	196	14	3883	303	408	184	349	83	28867	461	38	32	181	85	264	191	155	2212	827	433	579	14	62	748	363	261	2308	146	324	107	0	123	80	488
Lentimonas (no order in NCBI)	0	14	2	58	2	0	0	0	0	0	0	0	76	80	23	78	0	0	0	33	15	13	10	20	8	20	60	10	0	6	0	8	51	50	97	99	0	20	0	0	75	0	0
Lentisphaerae bacterium (no order in NCBI)	0	75	4	4	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	16	2	0	2	0	0	2	8	0	6	0	0	0	0	0	0	0
Lentisphaerales	0	46	0	0	0	0	5	0	0	0	0	0	37	18	13	35	11	0	0	4	17	12	2	117	50	43	16	0	0	24	20	0	58	43	150	992	12	111	0	0	44	0	0
Lentisphaeria bacterium (no order in NCBI)	1	42	0	0	8	0	0	0	0	0	0	0	27	44	13	100	0	28	5	6	0	12	4	38	25	12	77	14	0	8	0	0	42	51	56	18	0	0	0	0	0	0	0
Leptospirales	27	519	87	151	0	60	11	62	42	100	2	38	51	23	11	65	0	129	0	6	10	35	36	76	78	35	343	123	50	120	0	57	95	86	63	392	69	68	0	0	2116	550	2977
Limnochordales	0	12	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0
Litorivivens (no order in NCBI)	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	6	4	4	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
Longimicrobiales	0	83	2	0	0	2385	8	14	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0
Lusitaniella (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	13	2	0	26	14	0	0	0	0	0	0
Magnetococcales	2	324	21	10	0	11	0	0	0	0	0	14	38	38	4	0	0	409	5	12	9	26	14	67	51	41	681	10	88	76	0	0	84	89	65	3743	6	2	0	0	5	0	30
Maricaulales	51	581	51	73	250	18	0	0	0	0	0	57	47	61	39	99	69	86	20	3706	3427	19246	7613	214	201	87	167	6	43	322	54	112	518	148	357	575	101	56	0	0	41640	65	133
marine actinobacterium (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
marine gamma (no order in NCBI)	6	116	12	6	4	0	0	0	0	0	0	0	72	70	28	193	38	0	0	15	35	88	17	198	235	107	41	0	24	20	0	22	510	139	1012	1436	33	2048	12	0	18	0	0
Marinilabiliales	226042	2108257	349257	582584	490	13892	15	446	48350	701	27060	205819	268	392	159	9027	8104	18802	311847	24720	14154	55869	50986	3101	3127	968	35843	44379	654	3607	258	11083	2584	957	1659	1867	227	668	86	37949	2493560	1726557	3534253
Mariprofundales	2	105	8	89	6	0	0	0	0	0	0	8	33	19	0	0	0	0	0	2	4	14	0	0	4	3	16	0	0	8	12	15	16	0	0	63	10	0	10	0	0	0	9
Mesoaciditogales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methanotrophic bacterial endosymbiont of Bathymodiolus sp. (no order in NCBI)	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
Methylacidimicrobium (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Methylacidiphilales	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
Methylococcales	147	1791	123	775	33	91	25	10	38	30	1458	322	434	507	182	764	67	5188	146	58	118	325	228	958	746	517	18721	138	28	247	23	286	1147	435	800	8445	104	196	14	0	1097	139	192
Micavibrio (no order in NCBI)	34	26	12	0	0	10	18	0	0	0	0	30	2	5	0	14	0	0	8	6	6	22	10	54	52	23	51	0	0	10	0	0	69	14	65	108	0	0	0	0	46	9	12
Micrococcales	30608	2477591	126803	43595	8052	476703	803199	251525	1426	1958934	27645	343819	7460	4417	3052	11386	149	9443	527	1948	874	7132	37367	5468	4179	2416	1166076	9894	15520	18951	6	1026	3769	18752	6410	6017	86	251	15103	6	4982	2059	2346
Micromonosporales	346	21541	738	8769	229	38346	27405	9250	106	724951	19535	5731	1078	588	543	1418	70	1051	62	315	145	812	247	1520	1217	757	53539	1011	5687	5083	12	1024	675	1754	1798	1831	0	220	30461	0	1386	246	268
Micropepsales	25	91	26	0	2	0	0	0	0	0	0	0	2	8	2	0	0	0	0	8	805	12	306	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Minwuiales	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	8	0	0	17	0	0	0	0	10	0	0	0	0	0	0	10	0
Motilibacterales	0	140	2	4	0	16	25	22	0	166	60	0	0	0	0	31	0	2	0	0	0	0	0	4	2	0	120	0	200	30	0	0	0	0	0	32	0	0	0	0	12	0	12
Mycoplasmatales	366	1405	19	18027	2	2948669	676696	402639	0	18941	50	44949	2007	4291	1313	3397	5	23	37	30	14	48	105	51708	68225	12559	85956	150	8	4403	3246646	709733	881712	1034791	451753	133	824545	736	1784	237	2552096	976579	5960445
Myxococcales	339	16765	532	9424	408	2996	6178	490	36	3082	830	26284	13997	13393	7708	7804	358	4807	855	1233	3432	9823	2165	71853	54088	36992	387071	13189	15753	21906	0	1427	23929	14229	25663	34943	275	257	88	0	669	1340	6598
Nakamurellales	4	844	33	40	12	1280	1192	1346	0	167	98	40	10	6	0	11	0	0	0	4	0	30	6	20	11	14	606	10	182	27	0	0	48	127	46	24	0	4	86	0	27	0	0
Natranaerobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nautiliales	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
Ndongobacter (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseriales	111	892	320	2135	6	2038	136	84	84	507	0	1509	264	253	72	470	56	302	38	32	60	115	83	421	375	135	1014	65	22	367	29	276	450	140	198	677	64	42	2553	0	779	128	1026
Nevskiales	57	911	34	558	7	38	26	20	6	16619	50	8478	124	108	27	335	0	1044	44	9	39	37	25	239	122	141	17143	2769	34	80	33	43	385	190	143	419	39	0	0	0	18	14	16
Nitriliruptorales	56	13561	476	43	2	18	116	13	0	0	0	44	69	76	29	207	0	0	0	15	0	22	6	176	124	112	481	40	5845	10974	0	6	42	48	80	100	0	0	4	0	60	2	20
Nitrosomonadales	165	1967	137	393	59	225	43	65	21	282	55	573	345	503	128	1511	87	119775	237	73	73	250	323	866	652	410	12494	649	162	459	1786	28	1265	641	543	4631	461	66	46	0	465	1054	1610
Nitrospinae bacterium (no order in NCBI)	0	6	2	0	0	0	247	4	0	0	0	0	0	0	0	10	0	0	0	0	4	0	2	4	4	0	0	0	0	2	0	22	105	14	6	0	0	0	0	0	0	0	0
Nitrospinales	9	37	2	0	8	0	0	0	0	0	0	0	37	22	10	0	0	62	0	12	24	22	11	29	16	18	6	0	0	30	0	0	30	4	6	388	4	10	0	0	0	0	20
Nitrospira bacterium (no order in NCBI)	2	14	2	8	4	0	0	0	0	0	0	8	22	18	6	0	0	101	30	4	0	12	2	0	0	0	91	0	0	0	12	0	2	6	0	31	0	0	0	0	0	0	0
Nitrospirae bacterium (no order in NCBI)	72	2180	174	24	118	6	6	0	0	0	0	0	928	695	370	1124	10	540	90	132	59	969	243	786	454	303	6678	170	6	90	10	0	2078	1628	212	788	0	8	0	0	0	0	96
Nitrospirales	19	525	36	604	4	32	44	26	0	14	6	198	54	103	32	196	2	313	61	18	15	232	45	141	100	92	1115	21	64	97	16375	38	298	144	151	1228	228	0	0	0	211	856	767
Nostocales	63	1587	138	1564	10	3060	1074	5582	2	164	4	951	967	2844	423	3538	26	115	33	1173	476	947	443	3100	2704	1878	16153	657	889	7842	1914	360	6425	6044	808	4200	297	119	104	0	417	91	534
Oceanospirillales	30476	558469	57859	68141	2480	2759	1145	192	5403	2367	165	5680	2762	2902	1317	8453	774	5928	619	14472	10316	3581	5969	4407	3437	2038	162753	3672	1180	2201	154002	2995	18062	3238	7299	18482	755	6555	418	0	9131	11240	15484
Olavius algarvensis Delta 1 endosymbiont (no order in NCBI)	9	375	67	0	66	0	0	0	0	0	0	0	359	493	117	261	7	25	16	45	33	187	60	263	183	93	58	4	0	0	0	0	316	153	219	5105	0	0	0	0	0	0	0
Olavius algarvensis Delta 4 endosymbiont (no order in NCBI)	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	6	0	0	0	0	0	0	12	0	5	73	0	0	0	0	0	0	0
Olavius algarvensis Gamma 3 endosymbiont (no order in NCBI)	2	32	0	0	0	0	0	0	0	0	0	0	8	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	223	0	0	0	0	0	0	0
Oligoflexales	2	57	0	70	0	2	4	2	0	0	0	0	4	0	0	26	0	0	0	20	0	4	2	4	0	2	107	0	0	8	0	0	56	38	39	46	0	0	0	0	17	0	0
Oligoflexia bacterium (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oligosphaerales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opitutae bacterium (no order in NCBI)	12	75	0	9	0	4	2	0	0	0	0	4	6	2	0	15	0	0	0	0	0	2	6	73	82	67	12	0	258	120	0	0	61	14	28	2097	4	0	0	0	8	0	0
Opitutales	43	566	39	263	14	141	46	2	35	132	0	643	86	125	18	161	0	26	0	69	50	78	17	88	85	56	925	40	187	203	7	12	231	136	241	320	0	26	0	0	171	4	51
Orbales	34	30	16	61	0	135	5	58	27	44	0	0	4	11	0	0	2	191	0	1	7	36	9	4	3	2	86	143	0	4	0	0	80	6	115	109	29	48	0	22	0	23	0
Oscillatoriales	20144	5859	19949	14992	742	16181	23833	20050	12329	14726	16945	56874	9303	10474	11751	5995	3434	10133	6891	10326	9437	12745	8744	7324	6473	6139	43341	2859	8360	52778	329	27779	27769	9089	7123	46888	12732	9101	7915	0	13837	13712	11606
Parachlamydiales	96	3164	69	137	0	19	105	118	0	25	65	4	0	0	0	0	0	4	75	0	0	8	0	25	0	2	260	55	0	106	0	0	35	48	17	101	0	0	6	0	8	0	0
Parvularculales	13	620	43	48	4	12	12	0	248	0	4	1617	65	36	14	386	26	39	8	17	10	37	14	236	162	71	252	0	62	139	6	12	388	204	223	354	12	6	0	0	67	97	180
Pasteurellales	672	2044	424	2628	7	989	82	171	131	42	219	1129	3623	3221	4186	66	2707	5095	1564	3404	3030	2236	3002	932	900	729	989	650	0	176	171	127	2189	1953	2624	264	188	101	696	69	832	2036	2464
Pelagibacterales	129	478	47	36	18	23	2	0	0	8	0	6	53	16	6	156	0	24	44	33	33	60	49	106	92	50	116	26	26	289	0	22	408	111	157	874	44	92	8	10	39	18	403
Petrotogales	0	16	0	9	0	32	8	42	0	18	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	19	16	8	16	0	6	8	122	0	13	45
Phreatobacter (no order in NCBI)	0	0	0	0	0	2119	195	41	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	6	0	0	12	5	6	24	0	2	2	0	0	0	0
Phycisphaerae bacterium (no order in NCBI)	39	544	17	55	35	24	3	2	0	0	0	0	52	71	20	92	2	461	324	27	53	88	79	49	62	26	306	44	50	41	0	0	288	85	162	464	0	191	2	0	28	18	279
Phycisphaerales	152	32750	132	821	14	293	28	0	11	76	32	172	596	587	218	593	76	115	56	38	54	175	82	818	679	464	975	155	646	558	156	64	2282	1188	13041	2982	6	98	286	0	283	111	6513
Pirellulales	2172	112357	6934	30878	1300	1164	761	185	64	486	531	4502	11320	8547	4999	32827	144	2554	294	1518	1380	8533	2506	41323	30160	20107	119703	3251	66820	177842	3434	1097	27431	36453	41138	254785	53	2506	1318	0	111905	4253	1742
Planctomycetales	1032	49989	2716	26786	448	710	495	149	75	304	1677	10957	4550	3898	2062	13627	237	1730	303	565	463	3374	968	19765	15437	10673	131420	2596	20424	39366	1037	677	17404	15929	15554	56225	61	1150	534	0	25352	2219	2885
Planctomycetes bacterium (no order in NCBI)	187	21826	702	683	731	164	34	11	0	131	26	239	2478	1391	868	1119	215	292	44	287	142	1066	228	2654	2131	1124	5588	137	2850	4864	82	299	2107	3246	4096	10004	0	6	50	0	6527	142	1484
Planctomycetia bacterium (no order in NCBI)	2	293	36	892	6	20	16	6	0	22	2	36	113	56	31	20	2	51	9	38	16	54	28	24	22	11	2702	39	75	24	0	198	1435	687	384	351	0	8	0	0	6	8	93
Pleurocapsales	128	376	46	558	48	65	89	109	0	6765	0	388	129	438	135	1972	874	690	63	271	293	2271	3541	595	614	419	148222	1547	3236	30213	110	85	10546	996	578	3134	2296	70	425	0	319	189	2
Propionibacteriales	3296	298774	37425	7023	717	309379	401685	76451	54	99857	4301	12805	2313	1100	700	3593	100	1324	36	541	173	1975	497	2962	2580	1333	327649	7516	10918	25677	14	438	3470	39398	6097	2847	0	228	11663	0	3145	971	950
Proteobacteria bacterium (no order in NCBI)	91	1073	111	361	36	85	14	4	0	559	4	147	301	481	142	362	41	2940	285	21	47	129	79	418	319	336	11532	34	132	128	0	96	400	271	366	2973	12	10	0	0	26	16	56
Pseudohongiella (no order in NCBI)	0	41	0	0	0	0	0	0	0	0	0	0	19	17	2	10	16	0	0	8	0	0	0	17	21	6	6	0	0	0	0	25	81	15	18	0	0	0	0	0	0	0	0
Pseudomonadales	36087	30917	32763	28939	2101	133426	75965	57102	65453	172983	58504	406770	25422	20141	26068	48643	33656	69041	40536	54324	45662	42630	50639	27151	23908	22382	44535	6762	6497	7709	39174	32663	22537	13752	21296	47238	32589	8547	27367	61	86009	11209	28250
Pseudonocardiales	221	13506	597	1266	141	13895	16723	5790	16	15919	5345	2938	553	342	264	690	30	285	1	136	39	478	98	512	412	199	28624	1018	3365	2362	146	126	1392	15952	2403	1361	0	57	826	0	1246	33	251
Puniceicoccales	552	2963	402	1627	8	36	2	0	0	82	0	64	364	378	103	808	8	32	10	119	44	116	29	427	303	196	585	72	781	366	0	85	823	367	834	1653	18	209	4	0	17	19	39
Rhodobacterales	161438	3490319	522089	180126	30569	214413	154461	19582	3978	69701	4573	493271	105541	98741	43032	543671	7769	136582	24582	29076	104776	103913	76629	821200	555233	396332	588634	44695	195919	464282	132951	356482	861774	587881	1151582	3793123	2245	102913	61360	156	3014339	661330	396805
Rhodocyclales	386	1584	247	247	18	2682	314	605	14	66057	35	450	927	1145	164	835	58	1129	86	121	140	188	179	467	319	206	6750	149	652	240	116	92	684	300	221	2449	34	49	10	0	130	63	124
Rhodospirillales	2293	53706	4054	13149	874	20062	10571	2459	412	4229	1018	39288	2587	2117	940	4357	2239	5253	3863	1305	1489	6193	2972	14597	9795	4417	130030	6555	16149	19960	310	3126	6572	14114	8563	354551	1664	322	914	326	6102	3854	15945
Rhodothalassiales	0	16	0	0	0	0	0	0	9	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0	0	10	0	0	0	0	33	0	0
Rhodothermales	34	422	19	22	16	0	11	6	0	0	0	19	196	245	74	781	36	208	24	39	44	96	33	431	317	233	407	59	158	275	0	26	589	336	269	544	4	20	0	0	6	486	491
Rickettsiales	546	539	592	559	130	413	197	128	194	111	559	521	153	122	125	1196	172	378	424	236	209	461	295	138	159	108	2609	1340	15	237	80	544	667	155	262	904	628	529	1203	101	139	78	181
Rubrobacterales	31	1372	47	22	0	2755	2719	264353	25	65	0	31	18	26	2	26	0	16	6	1	10	76	24	0	4	0	449	6	459	170	0	8	349	2218	446	49	0	0	28	0	0	0	33
Salinisphaerales	0	74	2	72	0	13	19	6	0	28	0	0	6	10	2	0	0	24	1	2	3	8	6	16	10	5	190	0	0	0	0	0	486	28	44	129	0	0	0	0	2	20	73
Saprospirales	1244	9859	1452	4148	129	233	52	36	122	267	10	698	1649	2280	447	25257	196	1121	499	653	2121	5671	1610	22114	20306	10451	1481	826	702	3543	1562	2866	34134	6929	14031	1505	17295	10390	155	18	12316	72685	1575
SAR202 cluster (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SAR324 cluster (no order in NCBI)	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	10	6	12	2	12	12	1	0	0	0	0	0	0	4	2	4	127	0	0	0	0	0	0	0
SAR86 cluster (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	3	10	14	0	0	0	8	0	0	0	0	0	6	1	0	40	0	0	0	0	0	0	22
Sedimentibacter (no order in NCBI)	0	0	0	0	0	202	0	57	0	0	0	0	0	0	0	105	0	0	3	25	11	81	136	0	0	0	34	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0
Sedimenticola (no order in NCBI)	15	321	16	53	21	0	0	0	0	0	0	13	561	675	216	36	2	179	25	49	47	81	47	412	477	210	699	4	18	26	0	0	583	236	194	3906	338	0	0	0	0	0	0
Sedimentisphaerales	12	481	20	99	0	4	0	6	0	0	0	0	41	47	18	70	0	26	6	0	6	2	4	67	36	39	388	11	22	42	0	0	46	17	20	82	0	18	0	0	0	6	97
Selenomonadales	355	757	892	779	1439	920	142	167	2454	12	190	213	0	8	0	336	0	4	0	283	13871	193	33395	66	78	37	32	2	152	28	0	0	13	17	38	0	9	28	0	26	601	165	567
Silvanigrellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Sneathiellales	8	545	44	12	18	0	0	0	0	0	0	16	13	15	8	30	14	0	0	8	4	27	2	98	91	18	142	0	12	170	16	4	56	45	70	1163	27	0	0	0	15	26	139
Solemya elarraichensis gill symbiont (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	22	11	4	0	0	0	0	0	0	0	0	12	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solemya pervernicosa gill symbiont (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0
Solemya velesiana gill symbiont (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solemya velum gill symbiont (no order in NCBI)	4	79	6	15	0	0	0	0	0	0	0	0	27	23	12	0	0	0	0	4	6	0	0	47	36	32	0	0	0	0	0	0	122	45	8	0	0	0	0	0	0	0	0
Solirubrobacterales	154	64134	431	123	0	7163	13205	5485	0	527	793	755	50	34	18	124	18	3	0	10	8	41	24	70	62	36	2884	10	2127	3775	0	92	282	497	328	238	0	11	363	0	69	29	44
Spartobacteria bacterium (no order in NCBI)	0	29	0	16	0	40	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerobacterales	0	12	0	0	0	2	0	24	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	4	0	6	0	0	0	30	0	0	0	0	0	0	0
Sphingobacteriales	460	3585	857	4299	16	850	264	113	283	363	263	6019	78	115	33	1585	121	396	367	163	273	752	293	1276	1105	771	1113	541	48	755	2740	138	1105	282	424	514	302	294	44	30	2501	5303	3949
Sphingobacteriia bacterium (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonadales	16555	111545	9601	151475	439	5712	2453	1407	43384	876142	2032	428125	2684	2598	1496	7989	34285	229838	8104	1249	1751	3089	1969	11203	9258	5074	220390	5888	11665	28872	4812	13289	13156	6150	5484	6371	2638	12600	683	46	406718	45473	17455
Spirochaetales	11645	64340	12835	418	23	719	20	290	36238	100	264	134	374	546	189	1200	4	84	137	3121	16751	166	65694	8435	6998	2023	3357	387	20	216	30	15	13004	3165	7990	6243	251	79	75	221	331459	105974	545327
Spirochaetes bacterium (no order in NCBI)	33	1191	43	0	0	2	630	0	350	5	0	0	0	9	2	24	0	0	0	4	8	0	29	2	6	2	0	0	0	0	0	4	0	0	0	49	12	0	0	0	0	0	0
Spirochaetia bacterium (no order in NCBI)	0	3	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirulinales	2	67	2	20	0	0	0	0	8	0	0	0	2	21	4	40	0	0	0	0	0	0	10	7	12	6	60	0	39	132	0	11	66	28	2	27	0	0	0	0	0	0	0
Sporichthyales	0	179	6	0	2	2	30	8	0	0	28	4	0	0	0	0	0	8	0	0	0	10	0	30	30	14	134	0	86	86	0	4	10	28	64	73	0	0	6	0	34	4	14
Streptomycetales	830	51774	2054	3174	812	8458	9184	5028	198	33904	12933	3030	2530	1300	689	4221	70	983	38	645	172	2170	527	3000	2373	1326	19528	792	6825	8585	672	287	1428	2815	4494	5522	86	230	1006	10	2652	577	1421
Streptosporangiales	234	21175	558	304	308	2442	10441	2519	36	5896	2942	595	877	458	292	1582	8	418	2	284	110	858	174	950	666	389	6614	113	2125	3612	0	153	403	841	1276	1891	12	42	91	0	1374	69	449
Synechococcales	535	18945	1406	3623	162	1312	219	409	0	210	152	89	3579	3921	1388	5297	40	331	31	3714	2547	2241	2001	28368	24639	17272	4899	821	15237	76773	52	1880	7559	10823	2765	9979	48	240	48	0	2125	465	1052
Synergistales	11	105	16	28	0	41	18	8	0	0	0	16	6	0	0	12	0	6	0	14	12	96	30	0	0	0	10	0	0	39	0	10	98	2	9	0	68	0	0	0	381	95	428
Syntrophobacterales	23	644	97	237	12	20	25	8	68	24	1177	16	151	237	40	273	4	4243	614	6	9	73	42	284	209	126	13454	381	58	68	0	0	368	268	241	1002	8	0	6	8	2421	651	4079
Syntrophorhabdales	144	352	45	8	0	6	4	0	18	0	0	0	0	0	0	20	0	10	0	0	0	6	6	2	1	4	32	0	0	4	0	0	0	6	2	48	0	0	0	0	0	0	0
Tenericutes bacterium (no order in NCBI)	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidiformales	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidisphaerales	0	10	0	328	0	0	0	4	0	16	0	6	0	0	0	0	18	0	0	0	0	2	6	10	4	6	173	2	0	20	0	0	27	36	13	24	0	0	0	0	0	0	36
Terrimicrobiales	0	0	0	15	0	8	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermales	39	504	20	39	16	33	35	24	0	0	19	137	32	61	6	88	0	60	4	12	15	48	10	29	22	30	526	10	18	100	0	15	78	80	50	120	6	0	12	0	27	49	287
Thermoanaerobacterales	0	325	23	96	9	152	140	214	205	90	64	341	14	26	14	28	22	26	80	24	23	29	75	65	47	22	810	1049	78	22	305	54	1425	1589	1644	115	115	0	8	0	874	173	496
Thermoanaerobaculales	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	10	3	0	0	0	0	10	0	0	0	2	6	0	0	0	0	0	0	0	0
Thermoanaerobaculia bacterium (no order in NCBI)	0	16	2	12	0	0	0	0	0	0	0	0	0	0	0	14	8	86	0	0	0	0	0	0	0	0	2704	67	0	0	0	0	4	20	2	0	0	0	0	0	0	0	0
Thermobaculum (no order in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Thermodesulfobacteriales	45	921	92	4	2	0	0	0	0	0	0	0	0	12	0	0	0	24	8	4	4	46	11	0	0	0	274	13	0	20	0	0	14	15	2	59	0	0	0	0	6	80	36
Thermodesulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoflexales	2	46	1	0	0	4	6	16	0	0	0	0	12	16	0	6	0	0	0	0	0	0	0	0	0	0	108	4	0	12	0	0	0	0	0	22	0	0	0	0	26	42	36
Thermogemmatisporales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
Thermoleophilales	6	1764	30	6	33	207	393	393	0	12	24	154	64	41	13	73	0	4	0	10	8	67	51	33	21	13	555	16	25	258	0	0	30	141	4	24	0	0	42	0	0	4	8
Thermoleophilia bacterium (no order in NCBI)	20	3512	114	31	8	176	238	131	0	34	4	26	44	34	16	6	0	9	0	6	14	46	14	23	12	4	2621	38	1323	1577	0	4	44	53	55	81	0	0	66	0	6	4	14
Thermomicrobiales	8	1209	31	23	22	28	24	52	0	4	0	6	76	34	32	10	0	4	0	16	6	68	12	123	107	33	1713	4	82	420	0	0	84	210	381	216	0	0	0	0	0	0	0
